crop,area_feddans,season,soil_type,region,seed_cost_egp,fertilizer_cost_egp,irrigation_cost_egp,labor_cost_egp,pesticide_cost_egp,profit_per_feddan_egp,price_egp_per_ton
Maize,200,Summer,Clay,Delta,0,2213,0,0,0,35967,13450
Potato,31,Winter,Sandy,NewLands,41773,56577,0,74522,0,44396,6393
Rice,35,Summer,Clay,NewLands,35020,26804,0,3996,0,77921,22855
Tomato,29,Nile,Sandy,Upper_Egypt,9354,23075,31081,61531,6033,39882,2999
Wheat,7,Winter,Clay,North_Coast,6215,4450,3413,3447,2116,46800,18550
Rice,30,Summer,Clay,Delta,25253,16479,20743,18818,10448,84907,22999
Maize,38,Summer,Clay,Delta,15118,10113,10497,2407,0,23276,13062
Tomato,34,Winter,Sandy,Delta,25312,14339,62862,29342,7707,15146,4441
Maize,3,Summer,Clay,NewLands,2313,1950,1497,1369,928,32228,12652
Wheat,100,Winter,Loamy,Sinai,55172,54951,37663,44502,23898,35229,18672
Potato,93,Nile,Sandy,NewLands,116561,38348,12627,18186,3515,43110,6319
Wheat,85,Winter,Loamy,Delta,11755,7164,0,42943,0,25395,18731
Sugarcane,100,Summer,Loamy,Upper_Egypt,172864,135384,112156,179233,45005,98571,2500
Cotton,75,Nile,Sandy,Upper_Egypt,19040,5027,25784,11869,14822,15941,30694
Potato,88,Winter,Sandy,NewLands,23552,76124,7880,58255,0,45797,5703
Cotton,35,Nile,Sandy,Delta,10021,29614,31560,8994,0,18158,29745
Fava Beans,31,Winter,Loamy,North_Coast,24243,961,0,8092,5805,21273,44515
Fava Beans,5,Winter,Clay,Upper_Egypt,3025,1593,1556,1787,935,28322,44517
Rice,434,Summer,Clay,Delta,39092,7286,0,27331,12509,79513,23574
Wheat,102,Nile,Loamy,NewLands,14104,20636,11096,26719,10443,26374,18713
Maize,3,Summer,Calcareous,Delta,2119,1803,1441,1539,1090,34662,13604
Sugarcane,155,Summer,Clay,Upper_Egypt,65223,73480,24333,21987,0,88257,2500
Sugarcane,246,Summer,Clay,Upper_Egypt,67380,32278,67184,38452,0,108841,2500
Potato,15,Nile,Sandy,Delta,29470,17054,19054,19700,8614,20155,3677
Sugarcane,111,Summer,Clay,Upper_Egypt,26166,0,48796,11172,5049,109601,2500
Sugarcane,15,Summer,Loamy,Upper_Egypt,28926,23869,22499,26298,6425,108384,2500
Sugarcane,351,Nile,Clay,NewLands,35675,49900,29363,29616,5395,88277,2500
Cotton,15,Summer,Clay,Upper_Egypt,13832,10264,7684,9882,8433,19708,29284
Fava Beans,50,Winter,Sandy,Sinai,27572,12314,12260,16032,8194,17142,44434
Fava Beans,82,Winter,Clay,Delta,22329,6848,5590,12827,3641,21970,44593
Maize,5,Summer,Clay,Delta,3422,3266,2308,2478,1568,40580,12587
Sugarcane,333,Summer,Clay,Upper_Egypt,0,0,33401,23285,0,107191,2500
Tomato,3,Summer,Loamy,North_Coast,4559,3671,3674,4255,2741,51460,4567
Cotton,30,Summer,Clay,NewLands,27916,26844,12570,6024,9119,14648,30720
Rice,161,Summer,Loamy,NewLands,16757,0,41692,21245,16821,88648,23369
Cotton,15,Summer,Clay,NewLands,17826,11436,7687,10024,8093,9775,28738
Rice,478,Summer,Clay,Delta,18436,0,34030,6393,13439,80623,22439
Rice,262,Summer,Loamy,Delta,34426,24717,17908,11987,8627,81355,22709
Rice,20,Summer,Loamy,Delta,16320,12537,14501,11388,7702,73057,23138
Sugarcane,383,Summer,Sandy,Upper_Egypt,76623,36877,58013,63464,5225,112159,2500
Cotton,35,Summer,Sandy,NewLands,45976,21480,3965,28834,15755,15574,26966
Sugarcane,115,Summer,Loamy,NewLands,30374,9203,0,71947,1539,117380,2500
Wheat,45,Nile,Calcareous,Delta,29573,6115,32428,0,12279,34493,17784
Potato,35,Nile,Loamy,Sinai,45759,27135,27364,31012,15849,35926,4968
Sugarcane,84,Nile,Clay,Upper_Egypt,67537,0,19991,26819,19725,98737,2500
Maize,194,Summer,Clay,North_Coast,8291,5005,12653,17456,606,38009,13175
Cotton,99,Summer,Sandy,Delta,16091,1722,19797,15119,0,17944,30476
Tomato,6,Winter,Sandy,North_Coast,0,48570,20351,14583,14828,25472,4820
Fava Beans,88,Winter,Sandy,North_Coast,9627,8698,0,13616,7219,26166,44429
Wheat,158,Winter,Calcareous,Upper_Egypt,4129,27925,1783,13602,6257,39926,18207
Potato,8,Nile,Sandy,North_Coast,50155,38612,30523,31858,23765,47267,7238
Wheat,30,Winter,Loamy,Delta,21378,16948,12490,14226,8682,48767,18295
Rice,172,Summer,Loamy,North_Coast,17311,23816,14086,12156,0,86772,23422
Sugarcane,30,Summer,Clay,Upper_Egypt,57212,42509,39281,46272,15347,118473,2500
Cotton,99,Summer,Calcareous,Delta,0,10923,0,9474,11909,19292,27246
Rice,330,Summer,Clay,Delta,17714,30921,44413,3802,12409,85820,21826
Potato,30,Winter,Loamy,North_Coast,49066,32477,36969,34573,17573,58978,5603
Fava Beans,89,Winter,Sandy,Delta,6385,7479,5291,9980,0,21330,44660
Potato,2,Summer,Calcareous,North_Coast,14084,34300,6413,57394,13954,42705,6411
Fava Beans,36,Winter,Clay,Sinai,1166,3988,13272,1728,8138,21795,44639
Tomato,23,Summer,Calcareous,Sinai,21055,36503,14854,80132,18562,53496,3985
Tomato,7,Summer,Clay,North_Coast,10774,8591,9584,8776,5974,21578,5124
Sugarcane,100,Nile,Clay,Upper_Egypt,143835,157508,112150,145839,48647,111045,2500
Rice,1,Summer,Loamy,Delta,1050,918,844,818,485,74122,23123
Rice,374,Summer,Clay,Delta,0,25248,205,18926,13947,88413,22994
Potato,50,Nile,Sandy,North_Coast,84564,66992,58951,62089,26856,19515,5842
Fava Beans,10,Winter,Clay,North_Coast,5392,2812,2708,3537,1968,34713,44703
Tomato,30,Nile,Loamy,Delta,34730,34925,36173,32345,21906,50882,4109
Tomato,79,Nile,Loamy,Sinai,24878,0,33671,9051,6064,32236,3827
Sugarcane,307,Summer,Clay,Upper_Egypt,33187,55002,58546,77666,15992,101724,2500
Rice,469,Summer,Clay,North_Coast,24762,9978,7700,0,7143,89413,22771
Potato,35,Summer,Loamy,Sinai,3821,26204,36257,5184,25585,26697,7942
Fava Beans,10,Winter,Loamy,North_Coast,6262,2563,3382,3804,1666,20539,44603
Potato,51,Winter,Loamy,Delta,5415,0,5972,20730,0,8456,5703
Potato,3,Winter,Clay,North_Coast,6599,4366,3791,4990,2024,57181,5321
Tomato,65,Nile,Loamy,Delta,41912,13737,11795,33724,8455,42149,3594
Tomato,5,Nile,Clay,Upper_Egypt,26886,0,25092,10854,19390,52817,3969
Wheat,82,Winter,Loamy,North_Coast,22883,22365,24768,11870,0,35201,18464
Maize,100,Summer,Calcareous,North_Coast,58763,45733,34366,37269,21378,31010,13422
Potato,58,Nile,Calcareous,Delta,20291,10382,86030,36133,0,44672,6609
Tomato,3,Nile,Loamy,Upper_Egypt,4162,3598,3463,4012,2340,50472,4518
Maize,100,Summer,Sandy,North_Coast,56003,43411,33869,36248,22730,29309,12933
Rice,15,Summer,Loamy,Delta,13224,10039,10923,8805,6000,78713,23155
Rice,460,Summer,Clay,Delta,18653,25761,26221,11824,6277,81502,22702
Potato,2,Winter,Loamy,North_Coast,4787,3284,2936,2860,1528,39249,6961
Cotton,134,Summer,Sandy,Upper_Egypt,45707,4194,0,1971,0,11215,29579
Maize,141,Nile,Sandy,NewLands,19465,23438,4021,10413,0,31283,12999
Fava Beans,100,Winter,Sandy,North_Coast,45810,28037,27071,35442,14006,17390,44167
Fava Beans,64,Nile,Sandy,North_Coast,217,14224,11467,9201,3598,24524,44472
Rice,15,Summer,Clay,Delta,11361,9222,10065,9777,5130,89360,23481
Potato,16,Nile,Clay,North_Coast,0,11325,31112,55018,3571,30250,5314
Fava Beans,26,Winter,Clay,Delta,0,0,10132,16855,9628,26343,44388
Sugarcane,115,Summer,Loamy,Upper_Egypt,48532,28493,45591,0,20230,107787,2500
Tomato,15,Nile,Clay,Sinai,20906,15521,17822,20443,11480,33851,3771
Fava Beans,42,Winter,Loamy,Sinai,13095,11291,693,5220,208,22164,44660
Cotton,45,Summer,Calcareous,Upper_Egypt,2942,15895,9375,6804,10841,13673,29096
Potato,52,Nile,Clay,North_Coast,4012,59706,45717,15293,0,35472,5715
Wheat,66,Winter,Calcareous,Upper_Egypt,20694,13123,4812,26990,13371,43780,17882
Tomato,34,Nile,Calcareous,Delta,16248,48441,5946,43596,11204,39509,4583
Cotton,139,Summer,Loamy,Upper_Egypt,23456,0,16290,20462,18754,17607,33303
Fava Beans,30,Winter,Sandy,Sinai,18420,6050,4693,4828,3578,23577,44619
Tomato,46,Nile,Calcareous,North_Coast,52623,26969,43902,63573,0,17283,4039
Cotton,108,Summer,Clay,Delta,45435,35352,1795,20328,16397,14073,31441
Cotton,147,Summer,Sandy,NewLands,29716,36227,10516,11389,13173,12761,29399
Fava Beans,3,Winter,Loamy,Upper_Egypt,1991,1094,1112,1334,563,19862,44708
Potato,10,Nile,Sandy,Sinai,17259,11724,10794,14079,5804,19587,6422
Rice,10,Summer,Clay,Delta,8244,6963,6651,5930,3566,83133,21310
Tomato,100,Summer,Clay,Sinai,120442,92476,103182,126609,68621,29826,3978
Rice,3,Summer,Clay,Delta,2752,2090,2833,2144,1335,82248,23543
Maize,1,Summer,Sandy,Upper_Egypt,773,692,461,619,363,22845,13065
Wheat,49,Winter,Clay,Upper_Egypt,14561,15068,11105,14354,2334,32235,17929
Maize,166,Summer,Loamy,NewLands,4854,14535,17781,8100,9754,30896,12846
Maize,172,Summer,Sandy,North_Coast,5063,0,0,317,7994,38480,12490
Cotton,58,Summer,Loamy,Delta,18864,22403,2864,432,18790,14458,29720
Maize,78,Summer,Loamy,North_Coast,20964,6332,3920,0,4699,28031,13641
Wheat,84,Winter,Clay,Upper_Egypt,18343,30022,7398,11716,1790,29626,18788
Tomato,67,Winter,Loamy,Sinai,41075,10433,16237,33911,16366,38179,5376
Sugarcane,128,Summer,Loamy,Upper_Egypt,0,0,36269,58167,6290,114396,2500
Maize,1,Summer,Sandy,North_Coast,750,707,456,587,308,23692,13310
Cotton,18,Summer,Sandy,Upper_Egypt,52199,21277,788,741,15441,21558,32620
Tomato,73,Nile,Sandy,Delta,14598,34794,16995,0,0,42296,4582
Sugarcane,307,Summer,Sandy,Upper_Egypt,186,79479,0,24554,7929,111190,2500
Tomato,21,Winter,Sandy,Upper_Egypt,12978,1865,12494,3027,0,32938,4869
Fava Beans,17,Winter,Clay,North_Coast,33845,0,9884,1683,988,30219,44720
Potato,15,Winter,Sandy,North_Coast,0,19683,13795,28561,18630,64509,5661
Sugarcane,295,Summer,Clay,Upper_Egypt,0,53949,48304,0,10671,99292,2500
Rice,27,Summer,Loamy,NewLands,15665,16604,42315,22420,11051,74459,23080
Fava Beans,26,Winter,Clay,Upper_Egypt,0,6038,2861,0,7152,25187,44626
Rice,357,Summer,Loamy,Delta,8229,9122,15759,5330,20319,72245,23459
Tomato,4,Summer,Sandy,North_Coast,121,48750,7437,30505,28267,31646,3794
Rice,3,Summer,Clay,Delta,3089,2538,2477,1766,1171,70739,24098
Wheat,1,Winter,Calcareous,North_Coast,935,642,470,660,311,21850,18109
Tomato,50,Summer,Loamy,Delta,61245,51071,56751,67967,36878,36312,4301
Tomato,75,Nile,Loamy,Sinai,102047,32869,6632,8149,26926,43298,4022
Cotton,112,Summer,Sandy,NewLands,62417,13354,21454,11434,23470,10745,33638
Rice,217,Summer,Clay,North_Coast,33368,0,21954,18287,9146,72200,23139
Cotton,84,Nile,Clay,Upper_Egypt,4261,6771,12753,12646,5698,14946,28648
Maize,91,Summer,Clay,Upper_Egypt,15428,6742,21742,10747,4335,33464,13265
Cotton,136,Summer,Loamy,Upper_Egypt,36500,41157,9882,0,20963,10870,30926
Tomato,56,Nile,Calcareous,North_Coast,25392,0,4503,5757,14068,23441,4335
Rice,1,Summer,Clay,Delta,891,742,861,767,522,82092,23483
Maize,250,Summer,Sandy,North_Coast,11687,1547,10112,574,7378,28034,12792
Sugarcane,434,Nile,Loamy,Upper_Egypt,105610,52275,29890,57832,0,105724,2500
Wheat,100,Winter,Clay,NewLands,70023,45966,30943,45286,28411,22127,17466
Fava Beans,37,Winter,Calcareous,Delta,5381,6568,4282,7547,1503,23515,44302
Rice,466,Summer,Clay,Delta,1065,9068,18878,20784,0,75381,24038
Cotton,147,Summer,Calcareous,Delta,13648,39714,32208,58811,19533,12325,32152
Wheat,122,Winter,Loamy,Delta,6012,8208,1101,10182,9790,13529,18441
Rice,2,Summer,Clay,Delta,1757,1515,2002,1338,940,76726,23955
Sugarcane,299,Nile,Clay,Upper_Egypt,5196,55211,11151,122978,0,93074,2500
Maize,73,Summer,Sandy,Upper_Egypt,17873,0,1789,2613,2376,39900,12955
Tomato,34,Summer,Calcareous,Delta,40638,0,8823,26838,25982,34919,4442
Fava Beans,3,Winter,Clay,Upper_Egypt,1742,1045,1111,1408,603,21154,44482
Sugarcane,113,Summer,Sandy,Upper_Egypt,41801,17675,6604,50953,15029,116007,2500
Wheat,50,Winter,Loamy,Sinai,38207,27590,16127,21053,14739,43461,18947
Wheat,74,Winter,Sandy,North_Coast,14913,21070,21509,15242,10261,20828,18481
Wheat,30,Winter,Calcareous,Upper_Egypt,21908,18745,12496,15905,9418,21197,18745
Tomato,63,Summer,Sandy,North_Coast,19046,0,40901,7664,0,40201,4869
Cotton,145,Summer,Clay,Upper_Egypt,29470,22663,25959,0,21755,14896,30390
Rice,85,Summer,Loamy,Delta,25610,14587,24467,12256,6599,85909,22443
Sugarcane,313,Summer,Clay,Upper_Egypt,83741,36112,2313,14630,9588,115521,2500
Rice,332,Summer,Loamy,Delta,26098,5337,26897,27880,0,87634,23086
Rice,386,Summer,Loamy,Delta,40010,27021,30290,37930,1200,84827,22902
Maize,187,Summer,Loamy,Delta,9931,2515,12941,13276,3460,32153,13047
Maize,15,Summer,Sandy,North_Coast,10639,7271,6420,5898,4618,19754,13019
Sugarcane,466,Summer,Sandy,Upper_Egypt,58966,6693,0,87774,19346,110262,2500
Cotton,1,Summer,Sandy,Upper_Egypt,1489,1037,796,967,608,9705,27974
Potato,5,Nile,Clay,Delta,9672,6333,6520,8220,2750,60585,4769
Fava Beans,96,Nile,Sandy,Delta,13578,2840,5664,12706,0,27028,44551
Potato,22,Winter,Loamy,Sinai,43078,21698,90102,0,3400,46409,5723
Potato,80,Nile,Sandy,Sinai,35114,571,48400,0,22499,26520,6132
Wheat,16,Winter,Loamy,North_Coast,33878,1901,0,0,2993,35075,18685
Wheat,145,Winter,Clay,Delta,0,6316,14122,13197,11134,34941,19013
Rice,93,Summer,Clay,North_Coast,57235,30266,44645,8084,16241,75158,22135
Cotton,9,Summer,Sandy,NewLands,49692,926,14568,16799,0,7433,29062
Fava Beans,3,Winter,Calcareous,Sinai,11601,0,13513,3224,1181,14825,44566
Potato,88,Nile,Sandy,Sinai,145197,23805,0,48767,3510,37054,6401
Wheat,61,Winter,Loamy,North_Coast,10479,19168,0,18457,9414,20586,19441
Fava Beans,20,Nile,Clay,Upper_Egypt,14795,7919,19871,1242,1320,27721,44645
Potato,73,Winter,Loamy,Sinai,44435,26765,32416,59625,8119,40593,5912
Maize,7,Summer,Loamy,North_Coast,5582,3549,3528,3023,1952,31660,12774
Tomato,61,Nile,Sandy,Upper_Egypt,74442,18213,46936,39150,6443,19896,4170
Wheat,30,Winter,Sandy,North_Coast,19491,16947,10484,16091,8129,18572,18132
Fava Beans,45,Winter,Clay,North_Coast,35296,0,10848,5179,5367,25215,44600
Sugarcane,420,Summer,Loamy,NewLands,14240,0,26968,54012,19146,94857,2500
Tomato,84,Nile,Clay,Delta,17587,48421,0,0,25260,40731,3838
Rice,1,Summer,Clay,Delta,1139,829,1057,696,525,74909,22750
Potato,19,Nile,Sandy,North_Coast,7065,55167,39885,43200,22311,23235,6464
Wheat,144,Winter,Clay,Delta,0,10454,5879,25489,10692,36932,18576
Tomato,86,Nile,Clay,Upper_Egypt,19473,8903,8550,0,4756,29115,4666
Sugarcane,438,Summer,Clay,Upper_Egypt,0,97316,8593,79857,1611,102996,2500
Wheat,137,Winter,Calcareous,Upper_Egypt,25898,0,21174,16501,8319,30224,19174
Fava Beans,87,Winter,Clay,Sinai,31882,6900,0,9997,3673,29101,44537
Cotton,8,Nile,Loamy,Delta,51336,34441,20952,8380,21809,16939,29302
Maize,30,Summer,Clay,North_Coast,18015,16417,11975,14660,7585,25912,12767
Wheat,63,Winter,Sandy,North_Coast,13400,7566,47,5458,512,27862,18528
Cotton,20,Summer,Clay,Upper_Egypt,19252,16281,12160,13911,9114,19225,26413
Maize,78,Summer,Sandy,NewLands,12693,3521,3604,8948,6730,38185,12972
Tomato,10,Nile,Sandy,North_Coast,12204,12460,11214,14374,8180,18662,4327
Cotton,37,Summer,Loamy,Delta,32760,9385,13118,29963,8119,18152,27926
Wheat,2,Winter,Sandy,Delta,32260,13033,9840,16195,1093,26172,17974
Tomato,4,Winter,Sandy,Sinai,64713,20409,46573,16973,11008,41584,4772
Maize,291,Summer,Loamy,Delta,28687,0,16259,0,10588,27005,13088
Maize,1,Summer,Sandy,Upper_Egypt,845,634,564,615,412,23650,13052
Sugarcane,164,Summer,Loamy,Upper_Egypt,67315,57119,48730,102961,20924,105944,2500
Cotton,30,Summer,Sandy,NewLands,27939,23068,14667,1177,19296,13685,29975
Potato,98,Winter,Loamy,Delta,26877,0,0,23811,6729,33969,6680
Cotton,25,Summer,Loamy,Delta,22687,291,1980,16392,4714,13917,30018
Cotton,100,Summer,Loamy,NewLands,82561,65716,48339,62934,47892,13230,27794
Cotton,88,Summer,Sandy,Upper_Egypt,545,30630,8680,1903,1811,17545,32137
Maize,172,Summer,Loamy,NewLands,27928,10514,12531,15725,5890,32018,13127
Fava Beans,1,Winter,Clay,Delta,4885,2571,0,0,5481,26271,44412
Maize,213,Summer,Loamy,North_Coast,6969,2293,15813,22445,8019,33719,12673
Fava Beans,3,Winter,Sandy,Upper_Egypt,1608,906,848,1376,679,18557,44561
Sugarcane,81,Nile,Sandy,Upper_Egypt,3789,0,8650,49306,12368,93527,2500
Sugarcane,138,Nile,Clay,Upper_Egypt,0,65754,0,35308,14059,92547,2500
Sugarcane,1,Summer,Clay,NewLands,84040,83506,57387,0,16467,97951,2500
Tomato,97,Summer,Loamy,Sinai,84328,17035,48431,55644,3520,51380,4051
Cotton,112,Summer,Clay,Delta,31247,5742,16994,28981,10237,21609,31104
Rice,315,Summer,Loamy,NewLands,19873,19564,1719,14215,13025,75210,23532
Cotton,135,Summer,Calcareous,Delta,10306,9608,11308,17806,0,20460,30082
Potato,91,Winter,Sandy,Delta,20067,10278,19448,0,0,31891,6345
Potato,83,Summer,Loamy,North_Coast,45532,58636,52857,0,10511,41359,5923
Tomato,27,Summer,Clay,Delta,74756,16707,32525,56308,27171,35961,4520
Potato,20,Winter,Loamy,Delta,41261,16937,379,54703,27842,29527,6634
Maize,299,Summer,Loamy,NewLands,169,10810,3391,14179,0,26296,13198
Maize,1,Summer,Loamy,Upper_Egypt,705,680,494,489,353,42382,12976
Cotton,61,Summer,Clay,Upper_Egypt,9675,25044,23667,21714,9985,13232,31746
Potato,4,Winter,Clay,North_Coast,67440,30878,0,26658,16211,37478,4547
Maize,64,Summer,Loamy,Delta,18840,0,10663,7698,7103,31998,13597
Wheat,22,Winter,Clay,NewLands,28998,23343,9821,34484,9217,29242,17609
Cotton,81,Summer,Clay,Delta,3771,17776,10639,3367,11652,13203,28963
Maize,50,Summer,Clay,North_Coast,27246,23188,21476,22399,14489,31167,13012
Fava Beans,20,Winter,Clay,Upper_Egypt,9483,6223,5164,7868,3244,29028,44479
Rice,50,Summer,Clay,Delta,39603,30725,31063,24647,17976,77100,23578
Rice,114,Summer,Clay,Delta,15658,13462,9838,8571,0,77378,22393
Potato,84,Nile,Clay,Sinai,0,26151,13916,28171,18192,45338,6099
Potato,18,Winter,Loamy,NewLands,29670,10614,4967,2242,6361,29637,5603
Wheat,54,Winter,Loamy,Sinai,21783,26071,8085,10439,6079,30846,18549
Maize,168,Summer,Loamy,Delta,6533,0,2301,16934,0,27603,13005
Fava Beans,15,Winter,Sandy,Delta,16565,5484,6626,11041,0,23332,44515
Wheat,196,Winter,Sandy,Sinai,10626,20741,14123,8673,18711,18040,18152
Wheat,100,Winter,Clay,Sinai,72337,47447,31490,43553,24259,34559,18171
Cotton,5,Summer,Calcareous,Upper_Egypt,5742,3822,3206,4532,3014,16349,30249
Tomato,3,Nile,Sandy,Upper_Egypt,0,0,35049,18263,0,43338,4830
Rice,37,Summer,Clay,Delta,0,7574,42559,15299,9609,83444,22657
Tomato,20,Nile,Clay,Delta,27618,19320,25808,24478,14319,66692,4037
Tomato,4,Summer,Calcareous,Upper_Egypt,9926,16644,64606,0,23287,40883,4686
Cotton,18,Summer,Clay,Delta,26830,8433,5168,11634,11026,16087,29799
Fava Beans,2,Winter,Calcareous,North_Coast,1157,712,667,911,419,18390,44626
Rice,399,Nile,Clay,Delta,19552,28696,15072,15280,12527,84222,22480
Rice,413,Summer,Loamy,NewLands,13548,8417,31261,0,0,84364,21978
Rice,483,Summer,Clay,Delta,31246,7385,6401,7384,3231,80710,22694
Wheat,3,Winter,Sandy,Upper_Egypt,2523,2155,1586,1491,936,19331,18050
Fava Beans,15,Nile,Clay,Upper_Egypt,10974,0,4500,6685,5224,14825,44489
Cotton,111,Nile,Clay,NewLands,14322,27434,20255,20344,6048,16363,28949
Sugarcane,53,Summer,Clay,Upper_Egypt,5200,67697,50148,59020,9955,88947,2500
Cotton,47,Summer,Clay,Delta,13210,12320,9689,27545,0,14076,29439
Tomato,6,Nile,Clay,Delta,0,0,40971,0,31996,28524,4483
Fava Beans,5,Winter,Loamy,Upper_Egypt,5215,11976,5145,4551,468,21894,44525
Cotton,81,Summer,Sandy,Upper_Egypt,25815,23432,0,10734,1580,8988,30119
Fava Beans,52,Winter,Clay,Sinai,23045,8263,4159,14242,2276,17018,44497
Maize,158,Summer,Sandy,NewLands,8142,0,20140,13957,6276,21674,13166
Potato,1,Nile,Sandy,North_Coast,2334,1883,1461,1718,809,20708,5475
Fava Beans,79,Winter,Loamy,Upper_Egypt,6569,13811,1403,2434,4088,25585,44712
Potato,15,Winter,Sandy,Delta,29874,18363,18517,18087,7676,22602,5805
Cotton,12,Summer,Loamy,NewLands,39826,16883,17449,12751,0,20963,28001
Wheat,149,Winter,Loamy,North_Coast,16686,0,8632,5069,441,18941,18499
Cotton,70,Summer,Sandy,Upper_Egypt,0,34133,14301,9393,7644,8811,28648
Fava Beans,20,Winter,Loamy,North_Coast,12045,5223,5284,6341,4023,27310,44601
Potato,32,Winter,Clay,North_Coast,15125,37056,44396,0,19902,45898,7252
Fava Beans,4,Winter,Loamy,Upper_Egypt,14628,479,8898,4282,834,27814,44383
Tomato,4,Summer,Clay,North_Coast,40292,8586,7042,51899,55599,29792,4563
Fava Beans,25,Winter,Loamy,North_Coast,26983,20,0,6131,5295,28544,44237
Fava Beans,64,Winter,Clay,Delta,0,7335,2712,12895,0,28073,44569
Tomato,66,Nile,Loamy,Upper_Egypt,37529,28604,23372,924,9163,38568,4030
Wheat,7,Winter,Loamy,Sinai,5492,4117,2666,3332,1917,26289,18117
Potato,30,Nile,Sandy,Sinai,46054,39348,37298,37443,17591,33380,5294
Cotton,110,Summer,Sandy,NewLands,27166,13858,3527,50761,1858,14341,30874
Wheat,10,Winter,Calcareous,North_Coast,7420,5298,3661,5253,2825,22436,18883
Tomato,64,Nile,Loamy,North_Coast,35103,35032,33534,0,16862,34564,4428
Rice,2,Summer,Clay,Delta,2030,1744,1502,1218,779,85061,22504
Fava Beans,7,Winter,Clay,Delta,3767,2283,2376,2603,1255,31481,44741
Potato,14,Summer,Loamy,North_Coast,74066,57541,1428,13249,10743,68554,5502
Rice,31,Summer,Loamy,NewLands,31269,0,16833,18336,16396,79592,21759
Cotton,69,Summer,Calcareous,NewLands,35775,14795,12788,27510,0,7612,30489
Potato,33,Nile,Sandy,Delta,25266,14502,50417,22294,387,47085,5292
Maize,196,Summer,Loamy,Upper_Egypt,2649,5124,10556,7375,0,31668,13299
Rice,26,Summer,Clay,North_Coast,1505,25370,0,12062,16483,74373,22781
Cotton,127,Summer,Clay,NewLands,51280,25316,11762,32386,18834,17946,30693
Cotton,115,Summer,Sandy,Upper_Egypt,20112,8662,21759,25976,14224,10221,31815
Tomato,1,Nile,Clay,North_Coast,0,40732,0,45781,43088,42673,3888
Fava Beans,100,Winter,Loamy,Delta,51297,21907,28190,27793,14224,41321,44416
Fava Beans,98,Winter,Sandy,North_Coast,22305,12625,0,3669,4650,21337,44490
Sugarcane,465,Summer,Clay,NewLands,49212,22357,69407,55305,15922,102062,2500
Tomato,42,Nile,Loamy,Sinai,33607,20157,50886,26492,32426,35650,4129
Potato,24,Summer,Loamy,North_Coast,37991,0,30081,36138,22004,27229,5594
Potato,3,Winter,Clay,North_Coast,24274,7788,5427,50940,15392,39068,6228
Fava Beans,46,Winter,Loamy,Delta,28227,569,0,1071,8203,14825,44414
Wheat,54,Winter,Loamy,North_Coast,5944,0,0,3306,3058,27540,18482
Potato,95,Winter,Clay,North_Coast,48554,17230,50910,12801,15860,46488,5028
Sugarcane,323,Nile,Clay,Upper_Egypt,52886,25542,10108,44109,9574,96447,2500
Cotton,30,Summer,Sandy,Upper_Egypt,34589,19430,16353,19493,14363,6777,27950
Rice,236,Summer,Loamy,Delta,17808,16465,55977,11233,5168,81009,22816
Fava Beans,5,Winter,Sandy,Sinai,3274,1653,1650,1863,1050,19578,44496
Fava Beans,47,Winter,Loamy,Sinai,3990,6871,7326,3732,2903,32513,44789
Potato,46,Winter,Loamy,NewLands,0,49348,0,17546,0,35188,5162
Rice,282,Summer,Clay,North_Coast,11732,19290,19903,31002,4313,82428,24139
Maize,103,Summer,Clay,North_Coast,8426,17191,6637,5820,684,27122,13235
Tomato,30,Summer,Loamy,Delta,34519,31426,32575,36873,20631,43611,4600
Potato,26,Nile,Calcareous,NewLands,20088,13536,25117,17797,16279,45106,5363
Maize,161,Summer,Clay,Delta,5003,4474,510,17214,8869,31277,13183
Sugarcane,88,Summer,Clay,Upper_Egypt,72142,4920,26884,13600,18679,100150,2500
Maize,50,Summer,Clay,Upper_Egypt,32634,24960,17820,22310,14128,31744,13377
Sugarcane,312,Summer,Loamy,NewLands,36261,48045,15200,52951,13009,101250,2500
Fava Beans,42,Winter,Clay,Delta,0,0,6882,15466,0,30473,44484
Cotton,130,Summer,Sandy,Delta,20531,26954,10529,25047,6556,14242,29064
Fava Beans,5,Winter,Loamy,North_Coast,2959,1459,1416,1882,1116,28158,44352
Potato,33,Winter,Loamy,Delta,0,31627,19629,39480,14820,57118,6384
Cotton,10,Summer,Sandy,Delta,12025,7635,5685,7797,5851,16734,30597
Maize,1,Summer,Clay,Delta,906,645,487,567,369,43638,13361
Fava Beans,1,Winter,Clay,North_Coast,18421,9160,5237,13657,2954,26201,44233
Cotton,110,Summer,Sandy,NewLands,5673,26769,10106,16091,22338,16455,31341
Maize,232,Summer,Sandy,NewLands,3033,8778,12917,262,9148,36239,13724
Wheat,173,Winter,Sandy,Sinai,21168,6805,2245,17886,7863,35421,18198
Rice,30,Summer,Loamy,Delta,23665,20080,20098,17315,10811,69340,24089
Wheat,1,Winter,Calcareous,Delta,909,697,468,701,408,40542,18287
Rice,54,Summer,Clay,Delta,31898,7202,26512,9280,0,84954,22212
Rice,234,Summer,Clay,Delta,10193,0,10929,17807,2638,85046,22825
Tomato,22,Nile,Loamy,Upper_Egypt,25928,35532,30050,37811,31672,39295,4876
Cotton,97,Summer,Sandy,Upper_Egypt,28919,18173,0,2169,0,14005,28666
