nitrogen_mg_kg,phosphorus_mg_kg,potassium_mg_kg,soil_ph,organic_matter_pct,temperature_avg_c,humidity_pct,rainfall_mm,soil_type,region,season,recommended_crop
88.5,49.5,181.2,6.4,2.5,30.8,73.9,10.4,Loamy,Delta,Summer,Rice
95.0,41.4,194.7,6.5,1.4,34.8,35.1,2.5,Loamy,NewLands,Summer,Sugarcane
76.6,32.3,171.5,6.2,2.4,19.3,53.2,3.9,Sandy,Delta,Nile,Tomato
90.7,47.8,224.2,6.1,1.7,29.9,31.8,3.3,Clay,NewLands,Summer,Sugarcane
89.0,54.2,185.5,6.66,1.431,29.5,68.6,1.0,Loamy,Upper_Egypt,Nile,Tomato
73.9,31.8,149.8,6.7,1.2,30.5,78.0,4.7,Calcareous,Delta,Nile,Maize
70.3,35.0,173.9,7.23,0.862,32.7,44.9,4.9,Sandy,Upper_Egypt,Summer,Cotton
24.3,34.5,176.3,7.3,1.8,15.0,65.7,29.2,Sandy,Upper_Egypt,Winter,Fava Beans
93.4,35.0,198.3,6.93,2.483,25.1,43.9,7.0,Sandy,Sinai,Summer,Tomato
94.8,33.3,183.8,6.7,2.3,30.3,41.3,2.8,Clay,Upper_Egypt,Summer,Sugarcane
90.4,32.1,183.8,6.5,1.565,30.4,67.0,0.1,Clay,Upper_Egypt,Summer,Maize
82.3,35.1,163.6,7.6,1.7,17.2,48.0,41.9,Sandy,Delta,Winter,Wheat
81.5,39.5,176.1,7.51,1.117,14.0,42.3,10.4,Sandy,Delta,Winter,Wheat
54.5,41.3,147.1,7.44,0.854,15.3,80.5,53.9,Loamy,Delta,Winter,Fava Beans
31.0,20.1,137.0,7.41,2.095,14.1,75.9,40.1,Sandy,Upper_Egypt,Winter,Fava Beans
90.4,28.4,176.0,6.42,1.642,29.7,70.9,0.5,Loamy,North_Coast,Summer,Maize
72.8,39.1,190.0,5.85,2.788,29.4,83.1,3.3,Loamy,Delta,Summer,Rice
59.0,38.7,199.8,7.1,1.3,30.8,26.0,1.5,Clay,NewLands,Summer,Cotton
49.0,19.4,167.1,7.19,1.283,37.2,21.0,5.6,Clay,Upper_Egypt,Summer,Cotton
72.0,39.4,135.7,7.4,1.4,22.4,63.4,4.6,Loamy,North_Coast,Nile,Tomato
85.9,51.2,222.6,5.6,1.687,19.3,74.7,26.9,Sandy,North_Coast,Winter,Potato
64.7,27.6,197.1,6.5,1.4,37.7,30.3,1.1,Clay,NewLands,Summer,Cotton
71.4,53.2,204.2,6.44,1.664,33.5,64.6,8.0,Loamy,Delta,Summer,Rice
73.3,20.3,177.6,6.01,2.339,29.5,77.7,2.5,Loamy,Delta,Summer,Maize
41.6,23.7,186.5,7.4,1.4,41.3,23.3,5.9,Clay,NewLands,Summer,Cotton
24.0,48.1,171.8,6.87,2.403,16.3,65.7,5.8,Clay,Upper_Egypt,Winter,Fava Beans
93.2,42.2,179.7,5.8,2.1,31.6,64.3,9.1,Clay,NewLands,Summer,Rice
94.3,40.5,246.9,6.35,1.965,37.3,74.3,3.2,Clay,North_Coast,Summer,Rice
89.2,45.5,141.7,6.84,2.389,25.4,71.3,5.2,Calcareous,Upper_Egypt,Winter,Tomato
91.3,42.3,161.5,6.6,1.9,34.3,29.2,2.5,Sandy,Upper_Egypt,Nile,Sugarcane
82.2,37.3,218.1,7.12,2.21,18.6,50.7,37.7,Sandy,Sinai,Winter,Wheat
85.9,36.7,197.3,6.8,1.8,34.6,73.6,5.3,Loamy,Delta,Summer,Rice
23.7,34.7,145.2,7.2,1.6,17.5,62.2,39.1,Loamy,Delta,Winter,Fava Beans
72.0,38.2,208.1,6.95,2.031,26.3,26.5,3.5,Clay,NewLands,Nile,Sugarcane
45.2,30.2,125.3,6.4,2.1,15.3,83.0,22.3,Clay,Delta,Nile,Fava Beans
49.9,37.0,119.1,6.98,0.832,18.6,66.6,20.0,Calcareous,Upper_Egypt,Winter,Fava Beans
53.0,33.9,199.9,6.7,1.1,37.5,20.6,5.6,Calcareous,Upper_Egypt,Summer,Cotton
94.6,46.7,203.6,6.56,2.138,21.7,43.2,37.5,Loamy,Delta,Winter,Wheat
58.7,22.7,173.8,6.8,1.5,34.5,29.0,4.8,Loamy,Upper_Egypt,Summer,Cotton
101.4,53.6,228.9,6.68,1.158,30.9,40.2,4.7,Loamy,Delta,Winter,Tomato
65.0,29.3,265.0,6.27,2.991,17.1,75.3,7.4,Sandy,NewLands,Nile,Potato
29.0,45.1,155.4,6.68,1.137,9.3,77.8,42.6,Sandy,North_Coast,Winter,Fava Beans
72.6,40.6,230.7,5.4,2.1,20.3,61.8,14.0,Sandy,Sinai,Nile,Potato
96.6,51.9,183.6,7.1,2.0,29.0,39.7,1.3,Loamy,Upper_Egypt,Nile,Sugarcane
45.9,27.3,185.9,7.6,1.3,40.4,39.6,4.3,Clay,NewLands,Summer,Cotton
96.2,40.7,200.8,7.1,2.0,26.1,39.1,0.7,Clay,Upper_Egypt,Summer,Sugarcane
94.1,33.7,183.1,6.6,2.262,16.2,63.7,9.7,Sandy,North_Coast,Winter,Wheat
111.0,49.0,203.4,6.3,2.751,29.4,76.3,6.9,Clay,Delta,Nile,Rice
114.3,31.6,213.1,7.43,1.436,25.1,48.7,0.8,Clay,NewLands,Summer,Sugarcane
87.4,30.9,144.5,6.86,1.22,23.7,71.2,7.1,Loamy,NewLands,Summer,Maize
97.6,42.8,195.5,6.8,2.4,38.8,34.7,2.6,Clay,NewLands,Nile,Sugarcane
98.3,31.7,249.5,6.64,1.618,39.2,34.4,3.1,Loamy,Upper_Egypt,Summer,Sugarcane
75.5,24.0,184.9,7.46,1.954,21.0,54.6,7.0,Sandy,Delta,Summer,Maize
110.4,22.8,158.5,6.63,1.79,24.8,67.3,0.3,Loamy,NewLands,Summer,Maize
92.9,46.0,200.4,6.4,2.0,30.4,37.3,1.3,Clay,Upper_Egypt,Summer,Sugarcane
76.4,52.4,207.0,6.76,2.072,17.2,68.7,14.1,Loamy,Sinai,Nile,Potato
104.3,53.9,171.9,6.37,1.762,30.0,70.8,7.6,Clay,Delta,Nile,Rice
117.4,29.9,170.9,7.5,0.885,22.1,68.2,7.9,Sandy,North_Coast,Summer,Maize
105.6,26.9,203.7,7.2,2.05,28.4,48.2,1.3,Clay,Upper_Egypt,Summer,Sugarcane
20.7,39.4,156.9,6.51,0.836,11.1,70.8,63.8,Clay,Sinai,Winter,Fava Beans
73.6,22.3,203.6,5.95,1.019,28.3,62.7,2.6,Loamy,North_Coast,Summer,Maize
117.8,34.9,204.8,6.6,1.4,24.2,72.1,5.9,Sandy,Upper_Egypt,Summer,Maize
96.1,34.4,217.6,6.05,2.219,31.7,78.0,7.8,Loamy,NewLands,Summer,Maize
113.5,44.9,203.1,6.7,1.8,34.5,32.5,3.9,Clay,NewLands,Summer,Sugarcane
67.1,35.1,258.9,6.46,3.165,23.2,50.0,5.9,Loamy,Delta,Winter,Potato
79.4,40.9,141.6,7.58,0.904,37.0,34.2,7.6,Loamy,Upper_Egypt,Summer,Cotton
27.8,35.2,150.2,6.51,2.726,9.9,77.2,58.2,Loamy,Upper_Egypt,Winter,Fava Beans
86.9,49.9,198.9,6.5,1.4,30.1,39.5,3.3,Clay,Upper_Egypt,Summer,Sugarcane
48.4,31.4,176.2,7.1,1.2,31.0,27.8,7.6,Clay,Delta,Summer,Cotton
79.1,33.5,145.0,7.74,1.932,20.1,51.9,58.4,Sandy,Upper_Egypt,Winter,Wheat
85.0,41.3,180.7,6.13,2.15,27.7,77.8,2.1,Sandy,NewLands,Summer,Maize
76.7,43.6,195.0,7.32,1.976,14.5,47.9,46.0,Clay,Delta,Winter,Wheat
22.0,28.0,167.0,6.77,1.899,9.0,70.2,22.6,Clay,Delta,Nile,Fava Beans
105.9,50.1,239.8,6.56,2.58,36.9,42.3,1.8,Sandy,NewLands,Summer,Sugarcane
75.4,36.0,159.6,5.82,1.689,34.7,68.6,8.8,Clay,NewLands,Summer,Rice
23.6,46.7,163.4,6.68,1.047,16.3,64.3,30.4,Clay,Sinai,Winter,Fava Beans
82.2,40.6,174.9,7.36,1.011,12.0,59.2,49.2,Clay,Delta,Winter,Wheat
88.4,34.4,221.1,7.6,2.2,25.2,61.2,4.4,Clay,North_Coast,Winter,Tomato
55.5,33.2,190.6,6.0,2.1,18.8,59.9,18.2,Loamy,Delta,Winter,Potato
35.1,40.3,166.6,7.89,1.554,16.0,67.8,17.3,Clay,North_Coast,Winter,Fava Beans
104.8,44.7,170.8,6.0,1.7,30.7,72.3,5.0,Loamy,Delta,Summer,Rice
81.6,43.6,200.6,6.3,2.3,30.9,84.2,5.1,Loamy,Delta,Nile,Rice
82.0,46.0,181.1,6.4,2.7,28.6,75.4,7.3,Clay,Delta,Summer,Rice
83.9,37.7,246.3,5.84,2.819,25.5,78.4,3.1,Clay,NewLands,Summer,Rice
104.2,33.8,176.1,7.39,2.132,36.9,26.8,1.6,Clay,NewLands,Summer,Sugarcane
88.2,49.6,179.1,6.3,2.0,30.0,39.1,0.0,Clay,Upper_Egypt,Summer,Sugarcane
97.2,50.4,157.7,6.02,2.071,21.5,40.8,6.3,Loamy,Upper_Egypt,Nile,Tomato
28.0,28.5,135.6,6.18,2.413,10.8,66.9,35.4,Loamy,North_Coast,Winter,Fava Beans
82.9,33.4,160.8,6.05,1.781,17.0,60.9,1.2,Loamy,North_Coast,Winter,Potato
85.0,32.1,125.6,7.24,1.254,15.8,52.4,19.0,Clay,Delta,Winter,Wheat
38.1,32.4,163.2,6.9,1.5,15.8,73.1,33.4,Sandy,Upper_Egypt,Winter,Fava Beans
45.2,38.5,133.0,6.8,1.3,37.4,36.4,3.5,Loamy,Delta,Summer,Cotton
95.9,39.4,176.9,5.72,1.538,21.2,75.0,17.3,Clay,Delta,Winter,Potato
73.8,47.3,148.8,6.96,1.895,29.9,63.5,1.4,Loamy,NewLands,Summer,Maize
28.9,36.3,110.2,5.9,1.5,18.8,79.1,25.9,Sandy,Sinai,Winter,Fava Beans
48.1,34.1,162.7,7.1,1.0,41.8,25.8,3.4,Calcareous,Delta,Summer,Cotton
73.1,40.9,207.4,6.4,2.4,21.8,75.7,0.2,Loamy,Sinai,Nile,Potato
89.9,47.6,194.8,6.6,2.0,26.1,47.5,5.4,Loamy,Upper_Egypt,Summer,Tomato
70.8,45.7,168.8,6.6,1.3,35.2,20.4,2.8,Sandy,NewLands,Summer,Cotton
77.0,36.4,227.7,6.1,3.09,34.3,68.1,0.9,Clay,NewLands,Summer,Rice
95.0,41.5,152.5,6.35,1.907,21.6,53.4,2.2,Loamy,North_Coast,Nile,Maize
74.9,46.2,173.6,6.2,2.8,33.4,32.6,5.5,Sandy,Upper_Egypt,Summer,Sugarcane
81.0,44.9,224.5,7.0,1.9,36.0,40.6,3.6,Clay,Upper_Egypt,Summer,Sugarcane
79.5,43.1,227.9,7.0,2.0,23.6,59.1,5.3,Calcareous,North_Coast,Nile,Tomato
95.1,46.9,192.6,6.0,1.7,17.6,56.8,20.8,Loamy,Sinai,Winter,Potato
82.5,40.7,217.5,6.4,3.2,17.7,52.7,14.2,Loamy,North_Coast,Winter,Potato
88.9,40.2,241.6,7.7,3.0,33.1,32.2,1.5,Clay,Upper_Egypt,Summer,Sugarcane
73.2,48.5,172.1,6.03,3.129,15.1,55.0,34.6,Loamy,Delta,Nile,Potato
73.3,21.9,186.0,6.56,2.794,12.7,47.8,42.0,Loamy,North_Coast,Winter,Wheat
52.9,33.3,173.4,7.4,2.0,9.1,68.9,37.3,Sandy,Delta,Winter,Fava Beans
74.1,46.1,163.5,7.25,1.208,36.9,54.7,4.7,Sandy,Upper_Egypt,Summer,Sugarcane
57.0,22.0,196.7,6.1,1.4,33.9,39.1,6.2,Sandy,Upper_Egypt,Nile,Cotton
104.4,48.0,241.2,5.84,2.348,25.5,68.0,7.2,Clay,Delta,Nile,Rice
110.3,38.5,196.5,6.09,2.343,36.1,82.2,8.6,Clay,Delta,Summer,Rice
92.8,42.8,206.5,7.88,1.265,21.5,60.3,32.2,Loamy,Delta,Winter,Wheat
102.6,29.4,146.1,7.5,1.2,23.4,65.7,1.9,Clay,Delta,Winter,Tomato
62.6,25.1,198.4,7.21,1.613,31.9,35.6,5.5,Sandy,Upper_Egypt,Summer,Cotton
97.2,30.5,201.0,5.7,1.7,33.4,77.7,1.5,Loamy,NewLands,Summer,Rice
82.9,51.3,209.4,6.67,1.436,20.5,66.1,19.2,Sandy,Sinai,Winter,Potato
78.1,31.4,167.7,7.0,2.8,29.8,51.3,2.9,Sandy,Upper_Egypt,Nile,Tomato
82.0,47.1,134.7,7.51,0.8,16.9,61.7,59.9,Loamy,North_Coast,Winter,Wheat
76.7,29.9,135.4,7.54,1.341,21.9,56.8,37.6,Loamy,Sinai,Winter,Wheat
97.9,46.2,210.0,6.3,2.1,25.5,40.1,1.8,Loamy,Upper_Egypt,Nile,Sugarcane
82.7,32.1,229.1,6.1,2.7,33.3,65.8,3.6,Clay,Delta,Nile,Rice
40.8,23.2,144.5,6.98,1.201,32.0,39.1,6.7,Clay,Delta,Summer,Cotton
97.5,48.1,205.6,7.5,2.3,29.7,50.1,3.4,Sandy,Upper_Egypt,Nile,Sugarcane
78.5,48.5,161.3,6.19,1.85,25.8,71.2,6.5,Calcareous,Upper_Egypt,Nile,Tomato
73.2,28.4,167.7,6.87,3.049,36.5,78.7,2.6,Loamy,Delta,Summer,Rice
68.7,49.8,142.9,7.97,1.458,18.3,41.2,35.4,Clay,Upper_Egypt,Winter,Wheat
103.2,41.0,181.6,7.45,2.847,21.9,62.4,1.0,Calcareous,North_Coast,Summer,Tomato
112.8,42.3,226.0,7.2,2.2,29.7,41.2,3.7,Loamy,Upper_Egypt,Summer,Sugarcane
60.8,46.7,220.2,6.78,2.333,18.0,56.1,4.7,Loamy,North_Coast,Nile,Tomato
41.4,29.1,127.9,7.0,0.965,35.6,21.0,3.2,Loamy,Upper_Egypt,Summer,Cotton
51.7,41.5,159.3,7.75,1.467,19.0,62.3,21.7,Clay,Upper_Egypt,Winter,Fava Beans
72.6,47.1,193.8,6.88,1.532,32.2,45.1,4.1,Loamy,NewLands,Nile,Sugarcane
96.9,41.2,190.0,6.6,1.9,29.8,36.8,2.7,Loamy,Upper_Egypt,Summer,Sugarcane
63.3,26.7,232.5,7.17,1.713,18.7,66.8,3.7,Clay,Upper_Egypt,Nile,Tomato
39.8,33.6,145.0,7.0,2.2,15.2,75.5,58.4,Sandy,Upper_Egypt,Winter,Fava Beans
71.7,50.6,213.2,6.3,1.847,23.7,51.8,28.5,Loamy,North_Coast,Winter,Potato
32.4,28.5,156.4,7.73,2.704,16.9,77.7,24.6,Sandy,North_Coast,Winter,Fava Beans
83.1,36.0,244.8,7.2,1.7,32.4,35.9,4.8,Clay,Upper_Egypt,Nile,Sugarcane
73.4,38.7,167.4,6.65,1.601,14.9,54.2,28.0,Loamy,Delta,Nile,Wheat
109.7,48.0,152.2,6.24,1.277,30.3,79.5,3.0,Loamy,North_Coast,Summer,Maize
80.9,40.2,180.9,5.8,2.322,24.7,64.2,11.3,Sandy,Delta,Winter,Potato
108.5,48.9,168.3,6.18,1.943,23.7,69.1,1.3,Sandy,North_Coast,Nile,Tomato
33.3,21.5,191.8,7.7,2.156,15.2,87.0,30.1,Clay,Delta,Winter,Fava Beans
105.8,40.0,241.3,6.0,2.8,26.8,75.2,2.6,Clay,NewLands,Summer,Rice
109.0,52.2,257.3,6.14,1.248,35.7,49.4,4.9,Clay,NewLands,Nile,Sugarcane
72.6,29.5,246.2,7.39,2.893,25.1,52.4,1.1,Clay,Delta,Winter,Tomato
75.4,49.3,163.3,6.5,2.1,29.3,62.6,7.1,Sandy,Delta,Nile,Tomato
34.4,33.0,158.3,7.2,1.3,10.9,77.3,27.3,Calcareous,Delta,Winter,Fava Beans
105.4,32.1,203.0,7.28,0.844,31.1,75.2,7.6,Clay,Delta,Summer,Maize
70.1,45.2,179.2,7.23,2.211,27.7,44.3,5.9,Loamy,North_Coast,Nile,Tomato
97.9,26.4,157.5,6.4,1.953,19.9,48.6,4.5,Sandy,Delta,Summer,Tomato
100.6,47.0,220.8,7.0,1.6,34.8,24.6,3.3,Sandy,NewLands,Summer,Sugarcane
72.5,20.9,167.5,7.13,2.176,25.8,53.7,6.5,Clay,Delta,Summer,Maize
81.8,42.5,167.7,6.2,1.5,21.8,49.7,5.4,Calcareous,Upper_Egypt,Winter,Tomato
86.2,47.6,240.6,6.4,2.6,19.6,54.7,13.0,Sandy,Delta,Winter,Potato
81.1,42.3,160.9,6.36,2.556,21.2,68.5,7.9,Sandy,Delta,Winter,Potato
83.7,26.7,224.3,6.6,2.3,21.9,61.8,31.2,Calcareous,North_Coast,Nile,Potato
98.2,54.9,193.9,7.1,1.8,11.3,59.1,44.4,Calcareous,Upper_Egypt,Winter,Wheat
85.2,33.1,190.1,6.4,2.8,20.4,58.0,23.0,Sandy,Sinai,Nile,Potato
103.5,49.6,148.7,6.7,2.3,25.8,35.8,4.4,Clay,Upper_Egypt,Nile,Sugarcane
111.3,26.3,197.7,7.0,2.64,32.1,73.1,5.2,Clay,North_Coast,Summer,Rice
73.6,35.1,178.0,6.6,1.7,27.3,77.6,2.2,Clay,North_Coast,Summer,Maize
90.1,21.2,147.1,6.28,1.082,29.2,76.1,2.0,Calcareous,Upper_Egypt,Summer,Maize
57.8,27.7,203.2,6.33,0.826,37.7,40.9,5.5,Loamy,Delta,Summer,Cotton
90.1,27.4,187.8,6.4,2.536,35.1,74.9,4.4,Clay,Delta,Summer,Rice
102.8,26.1,160.1,6.54,2.945,28.3,70.7,1.8,Clay,Upper_Egypt,Nile,Tomato
45.5,31.2,141.5,6.7,2.6,12.2,74.3,45.3,Clay,North_Coast,Winter,Fava Beans
109.3,28.8,166.5,6.23,2.904,32.3,69.6,0.8,Loamy,Delta,Summer,Rice
84.8,45.9,198.0,6.95,1.988,22.1,65.6,1.6,Clay,North_Coast,Summer,Maize
81.6,26.6,219.9,6.9,1.9,26.0,67.7,3.8,Clay,Delta,Summer,Maize
61.0,45.9,190.6,6.93,2.78,28.9,65.0,1.6,Sandy,North_Coast,Summer,Tomato
72.7,27.3,164.4,6.93,1.477,31.0,35.5,1.3,Sandy,Delta,Summer,Cotton
75.4,29.3,136.6,6.72,1.677,42.2,34.1,1.0,Clay,NewLands,Summer,Cotton
43.5,42.2,126.9,6.1,0.85,39.8,35.6,7.5,Clay,Upper_Egypt,Summer,Cotton
84.1,40.3,208.3,7.21,1.234,24.8,62.0,0.5,Sandy,Upper_Egypt,Summer,Maize
99.5,38.9,171.7,5.9,2.0,26.5,58.9,7.4,Sandy,Delta,Nile,Tomato
35.8,43.9,148.2,7.76,1.242,19.7,76.9,50.0,Clay,Delta,Winter,Fava Beans
50.0,46.1,140.4,7.59,1.771,8.8,86.1,49.6,Calcareous,Upper_Egypt,Winter,Fava Beans
71.6,39.6,223.4,5.8,2.7,23.7,55.6,11.8,Sandy,North_Coast,Nile,Potato
96.0,49.3,190.7,6.2,1.4,16.9,64.2,11.5,Loamy,Sinai,Winter,Potato
99.5,43.6,199.8,6.67,2.438,31.7,50.5,3.4,Sandy,Delta,Winter,Tomato
104.7,28.6,216.3,6.5,2.3,34.7,78.0,2.5,Clay,Delta,Summer,Rice
68.1,42.9,189.0,7.27,2.57,20.2,63.7,2.2,Clay,Sinai,Winter,Tomato
110.2,39.5,237.1,7.0,1.9,21.8,51.6,4.8,Clay,North_Coast,Summer,Maize
104.5,53.5,206.7,6.7,2.3,38.3,43.7,2.4,Loamy,NewLands,Nile,Sugarcane
101.9,39.5,237.2,6.1,2.2,26.7,61.4,4.7,Loamy,NewLands,Summer,Rice
90.5,40.3,148.6,7.1,1.8,29.3,53.7,0.1,Clay,Upper_Egypt,Summer,Sugarcane
61.5,25.9,203.6,6.6,1.2,37.6,41.6,1.6,Loamy,Delta,Summer,Cotton
89.2,38.3,149.3,6.9,2.5,36.5,34.1,0.6,Sandy,NewLands,Nile,Sugarcane
75.7,20.0,187.7,6.89,2.779,20.4,43.4,10.0,Loamy,Upper_Egypt,Winter,Wheat
100.9,48.2,217.3,6.65,1.094,21.1,50.9,1.0,Loamy,North_Coast,Nile,Tomato
53.0,25.6,136.0,6.8,1.6,11.4,83.5,57.4,Sandy,Upper_Egypt,Winter,Fava Beans
64.3,43.6,216.4,6.01,1.372,26.5,42.4,5.1,Sandy,Upper_Egypt,Summer,Tomato
93.1,29.3,182.5,7.04,1.19,26.5,43.6,4.0,Sandy,North_Coast,Nile,Tomato
66.5,53.9,172.3,6.27,2.399,19.1,51.9,21.6,Clay,NewLands,Nile,Potato
76.5,34.5,198.7,6.5,1.9,40.8,34.7,4.7,Clay,Delta,Summer,Cotton
55.5,29.0,183.1,6.9,1.1,31.0,34.5,3.4,Loamy,Upper_Egypt,Summer,Cotton
73.2,36.4,158.1,7.1,1.2,36.2,44.8,7.0,Sandy,NewLands,Summer,Cotton
88.1,36.3,168.9,6.0,2.9,17.4,58.9,28.0,Loamy,Sinai,Winter,Potato
91.6,30.4,208.4,6.04,2.693,28.8,40.4,4.6,Clay,Upper_Egypt,Nile,Sugarcane
116.5,28.1,147.0,6.33,1.143,24.4,60.1,4.4,Sandy,North_Coast,Summer,Maize
31.8,25.4,151.6,6.8,1.9,11.1,70.4,25.3,Sandy,North_Coast,Winter,Fava Beans
39.6,40.3,156.1,7.0,1.7,15.6,68.2,36.9,Calcareous,Delta,Nile,Fava Beans
23.3,25.1,143.9,6.05,2.287,11.7,68.8,49.6,Clay,Upper_Egypt,Winter,Fava Beans
90.3,30.0,224.9,7.46,1.692,20.8,74.1,3.1,Clay,Upper_Egypt,Summer,Maize
70.9,43.2,167.9,7.6,1.9,12.2,45.7,25.7,Calcareous,Sinai,Winter,Wheat
84.4,40.4,201.9,6.8,1.8,22.5,43.9,2.9,Sandy,Upper_Egypt,Nile,Sugarcane
89.5,43.5,220.6,6.4,2.122,27.6,72.3,7.2,Loamy,North_Coast,Summer,Rice
87.8,45.6,150.2,6.71,1.207,28.6,61.6,2.0,Calcareous,North_Coast,Nile,Tomato
72.6,38.2,169.0,6.33,2.455,25.2,49.5,7.7,Loamy,Upper_Egypt,Summer,Tomato
76.6,41.0,238.7,6.4,2.5,18.5,72.6,17.5,Sandy,Sinai,Winter,Potato
113.4,54.1,151.9,5.86,3.2,37.9,78.2,5.2,Clay,North_Coast,Summer,Rice
86.4,49.9,179.6,6.1,2.4,20.7,77.8,20.9,Sandy,Delta,Winter,Potato
100.6,37.4,221.7,6.9,2.1,32.2,43.9,1.7,Clay,Upper_Egypt,Summer,Sugarcane
92.0,44.5,148.4,7.4,0.9,20.4,54.2,1.8,Loamy,North_Coast,Nile,Tomato
27.0,38.7,175.6,7.4,1.9,16.6,75.1,54.2,Clay,North_Coast,Winter,Fava Beans
81.1,24.8,148.6,7.51,1.416,13.4,62.1,28.0,Loamy,Delta,Nile,Wheat
34.5,23.8,182.2,6.76,2.339,19.8,81.3,43.2,Clay,North_Coast,Winter,Fava Beans
89.5,26.3,187.8,6.51,1.908,23.9,53.3,7.8,Clay,Delta,Winter,Tomato
27.2,42.4,150.4,6.04,2.142,10.0,75.1,48.5,Clay,Delta,Winter,Fava Beans
74.8,38.5,199.0,7.5,2.5,29.5,40.2,2.5,Clay,Upper_Egypt,Nile,Sugarcane
87.5,39.1,283.9,6.7,1.9,31.5,68.3,3.8,Loamy,Delta,Summer,Rice
115.3,39.5,199.5,6.56,1.301,20.3,50.1,2.2,Sandy,NewLands,Summer,Maize
75.7,34.2,140.4,7.72,1.605,21.2,40.5,11.6,Loamy,Sinai,Winter,Wheat
99.4,31.1,163.1,6.79,2.772,23.9,51.1,2.8,Loamy,North_Coast,Nile,Tomato
66.2,44.1,150.9,6.6,1.8,17.1,58.8,30.9,Sandy,Delta,Winter,Wheat
92.5,49.2,223.9,5.7,2.658,31.8,72.4,7.2,Clay,Delta,Summer,Rice
86.1,21.3,132.3,6.55,0.86,21.6,60.0,2.0,Sandy,NewLands,Summer,Maize
81.3,39.9,224.8,6.6,1.7,32.9,45.8,1.9,Clay,NewLands,Summer,Sugarcane
77.7,48.1,195.2,5.51,2.436,30.7,84.9,7.4,Loamy,North_Coast,Summer,Rice
97.8,33.2,183.7,6.0,2.6,36.5,76.5,3.3,Clay,Delta,Summer,Rice
50.7,20.7,180.6,6.23,2.609,15.7,63.8,64.1,Clay,Delta,Winter,Fava Beans
85.2,47.9,158.4,6.81,2.616,27.0,34.3,0.6,Clay,Upper_Egypt,Summer,Sugarcane
93.8,28.7,208.2,7.02,2.291,31.6,61.9,4.8,Sandy,Upper_Egypt,Summer,Maize
25.5,48.0,177.6,6.85,1.727,13.1,80.8,29.7,Sandy,North_Coast,Winter,Fava Beans
76.6,28.3,190.2,6.51,2.932,24.3,73.0,31.7,Loamy,NewLands,Winter,Potato
76.3,46.0,184.5,6.78,1.441,14.5,51.8,20.0,Loamy,Sinai,Winter,Wheat
81.3,42.8,168.9,6.8,1.9,26.6,66.1,3.3,Calcareous,NewLands,Summer,Maize
101.8,49.0,184.7,7.1,1.8,37.4,32.7,2.9,Sandy,Upper_Egypt,Summer,Sugarcane
70.8,33.2,194.4,5.61,1.591,20.4,69.8,22.4,Clay,NewLands,Winter,Potato
94.2,43.0,234.2,6.3,2.3,31.2,37.9,1.5,Loamy,Upper_Egypt,Summer,Sugarcane
45.3,25.8,173.6,7.48,1.39,38.2,38.9,6.8,Clay,Upper_Egypt,Summer,Cotton
102.3,48.3,163.7,6.9,2.4,25.2,49.4,5.5,Sandy,Sinai,Winter,Tomato
35.9,26.9,166.7,6.9,1.6,9.3,83.0,10.3,Sandy,North_Coast,Winter,Fava Beans
93.1,42.1,188.9,6.9,1.3,27.7,35.9,4.2,Clay,Upper_Egypt,Nile,Sugarcane
84.0,38.7,134.5,7.5,1.2,18.3,51.2,26.4,Sandy,Sinai,Winter,Wheat
97.3,55.1,217.0,6.3,2.9,34.5,76.4,8.2,Clay,Delta,Summer,Rice
102.0,20.7,218.5,7.01,0.946,31.6,77.6,6.3,Loamy,Upper_Egypt,Summer,Maize
77.9,44.2,195.6,5.53,3.016,34.5,80.6,5.9,Loamy,Delta,Summer,Rice
84.3,39.2,177.2,7.2,1.8,17.9,40.2,43.6,Clay,Delta,Winter,Wheat
77.5,46.1,186.2,7.43,2.07,20.4,60.5,37.0,Clay,Delta,Winter,Wheat
118.9,28.7,173.2,7.5,1.2,25.2,60.4,2.9,Loamy,Delta,Summer,Maize
85.0,35.4,224.3,7.42,1.137,28.9,26.9,4.2,Clay,Upper_Egypt,Nile,Sugarcane
100.1,43.5,154.3,6.65,1.388,38.1,36.4,3.2,Clay,Upper_Egypt,Summer,Sugarcane
77.4,29.6,131.3,6.94,1.503,40.8,31.1,7.8,Loamy,NewLands,Summer,Cotton
74.7,45.0,162.1,5.68,2.729,27.3,71.6,8.8,Clay,North_Coast,Summer,Rice
87.6,38.0,224.3,6.9,2.0,33.5,47.0,4.0,Loamy,Upper_Egypt,Summer,Sugarcane
82.2,32.2,233.7,5.9,2.0,16.7,70.5,15.4,Sandy,Delta,Winter,Potato
80.7,30.5,183.0,7.84,2.369,14.7,49.0,36.9,Calcareous,Delta,Winter,Wheat
100.2,40.3,177.7,7.6,1.4,23.7,60.4,5.6,Clay,Upper_Egypt,Summer,Maize
65.6,36.0,227.0,7.0,1.9,22.7,73.4,16.3,Sandy,Delta,Nile,Potato
99.2,31.3,169.9,6.2,1.731,18.2,61.5,0.3,Clay,Sinai,Winter,Tomato
87.9,26.3,158.6,6.12,1.464,26.1,72.1,5.9,Calcareous,North_Coast,Summer,Maize
70.1,29.1,150.6,6.65,1.05,40.2,37.7,3.6,Loamy,Delta,Summer,Cotton
