crop,area_feddans,region,season,soil_type,yield_tonnes_per_feddan,production_tonnes
Rice,350,North_Coast,Summer,Loamy,4.345,1520.8
Potato,43,Sinai,Winter,Loamy,14.595,627.6
Sugarcane,494,NewLands,Summer,Clay,42.358,20924.9
Cotton,278,Delta,Summer,Loamy,1.297,360.6
Fava Beans,146,Sinai,Winter,Clay,3.441,502.4
Tomato,40,Delta,Nile,Sandy,19.217,768.7
Fava Beans,134,Delta,Winter,Sandy,4.105,550.1
Sugarcane,780,Upper_Egypt,Summer,Loamy,48.661,37955.6
Tomato,55,Sinai,Nile,Loamy,15.492,852.1
Potato,287,Delta,Winter,Sandy,9.752,2798.8
Sugarcane,416,Upper_Egypt,Summer,Sandy,52.064,21658.6
Tomato,196,Sinai,Winter,Sandy,12.761,2501.2
Cotton,240,Delta,Summer,Clay,1.453,348.7
Potato,81,North_Coast,Winter,Loamy,12.887,1043.8
Rice,440,NewLands,Summer,Clay,4.474,1968.6
Sugarcane,301,NewLands,Nile,Sandy,27.549,8292.2
Wheat,360,Delta,Winter,Calcareous,1.684,606.2
Rice,769,Delta,Summer,Clay,5.120720000000001,3937.8
Maize,824,North_Coast,Summer,Loamy,2.835,2336.0
Potato,16,NewLands,Summer,Loamy,10.961,175.4
Tomato,10,Sinai,Nile,Sandy,10.698,107.0
Potato,212,North_Coast,Winter,Loamy,10.51,2228.1
Cotton,150,Upper_Egypt,Summer,Clay,1.246,186.9
Cotton,176,Delta,Summer,Loamy,1.193,210.0
Wheat,439,NewLands,Winter,Loamy,2.428,1065.9
Sugarcane,933,Upper_Egypt,Nile,Clay,54.333,50692.7
Maize,916,North_Coast,Summer,Clay,2.764,2531.8
Maize,108,North_Coast,Summer,Sandy,2.23,240.8
Wheat,420,Sinai,Winter,Loamy,2.016,846.7
Potato,37,Sinai,Nile,Sandy,11.122,411.5
Wheat,428,Sinai,Winter,Loamy,2.307,987.4
Rice,74,Delta,Summer,Clay,3.476,257.2
Rice,792,North_Coast,Summer,Loamy,2.566,2032.3
Fava Beans,173,Delta,Winter,Sandy,5.308,918.3
Maize,571,Delta,Summer,Sandy,2.219,1267.0
Wheat,407,Upper_Egypt,Winter,Calcareous,1.713,697.2
Tomato,63,Upper_Egypt,Nile,Loamy,13.237,833.9
Fava Beans,114,Sinai,Winter,Loamy,5.989,682.7
Rice,554,North_Coast,Nile,Clay,3.168,1755.1
Rice,288,Delta,Summer,Loamy,2.599,748.5
Rice,2,North_Coast,Summer,Loamy,3.889,7.8
Rice,419,NewLands,Summer,Clay,3.553,1488.7
Sugarcane,532,NewLands,Nile,Clay,51.309,27296.4
Tomato,72,Delta,Nile,Loamy,16.634,1197.6
Potato,185,Sinai,Summer,Loamy,8.708,1611.0
Rice,339,North_Coast,Summer,Clay,3.576,1212.3
Rice,783,NewLands,Summer,Clay,4.406,3449.9
Rice,520,Delta,Summer,Loamy,3.711,1929.7
Fava Beans,10,North_Coast,Winter,Sandy,4.52,45.2
Wheat,233,Delta,Winter,Calcareous,3.1691,738.4
Potato,60,NewLands,Summer,Loamy,11.582,694.9
Rice,732,North_Coast,Summer,Loamy,3.161,2313.9
Maize,809,NewLands,Nile,Loamy,3.313,2680.2
Tomato,171,North_Coast,Winter,Clay,15.897,2718.4
Cotton,71,NewLands,Summer,Clay,1.175,83.4
Rice,440,Delta,Summer,Loamy,3.918,1723.9
Maize,464,Delta,Summer,Sandy,3.731,1731.2
Fava Beans,134,North_Coast,Winter,Sandy,6.179,828.0
Wheat,182,NewLands,Winter,Loamy,3.113,566.6
Sugarcane,922,NewLands,Nile,Clay,42.739,39405.4
Rice,414,Delta,Nile,Loamy,3.745,1550.4
Sugarcane,37,Upper_Egypt,Nile,Clay,48.322,1787.9
Maize,235,Upper_Egypt,Summer,Clay,2.691,632.4
Sugarcane,565,Upper_Egypt,Summer,Clay,53.207,30062.0
Maize,588,Delta,Summer,Clay,3.05,1793.4
Fava Beans,55,Upper_Egypt,Winter,Loamy,5.487,301.8
Maize,665,Upper_Egypt,Summer,Clay,3.669,2439.9
Rice,407,NewLands,Summer,Loamy,1.827,743.6
Cotton,149,NewLands,Summer,Loamy,1.171,174.5
Potato,16,North_Coast,Nile,Sandy,11.456,183.3
Cotton,264,Upper_Egypt,Summer,Clay,1.292,341.1
Rice,366,NewLands,Summer,Clay,2.864,1048.2
Fava Beans,42,North_Coast,Winter,Sandy,2.615,109.8
Maize,532,Delta,Summer,Clay,2.274,1209.8
Potato,298,Delta,Nile,Sandy,13.146,3917.5
Rice,343,Delta,Summer,Clay,4.234,1452.3
Cotton,228,Delta,Summer,Clay,1.237,282.0
Sugarcane,332,NewLands,Nile,Clay,51.164,16986.4
Maize,395,Upper_Egypt,Summer,Sandy,1.796,709.4
Wheat,192,Sinai,Winter,Clay,2.111,405.3
Fava Beans,156,Sinai,Winter,Loamy,4.27,666.1
Wheat,387,NewLands,Winter,Sandy,2.115,818.5
Fava Beans,28,North_Coast,Winter,Sandy,4.541,127.1
Maize,403,North_Coast,Summer,Loamy,2.963,1194.1
Cotton,70,NewLands,Summer,Loamy,1.183,82.8
Cotton,101,Delta,Summer,Clay,1.166,117.8
Rice,598,North_Coast,Summer,Loamy,3.905,2335.2
Maize,184,NewLands,Summer,Loamy,2.947,542.2
Maize,241,Upper_Egypt,Summer,Sandy,2.585,623.0
Fava Beans,6,Upper_Egypt,Winter,Loamy,7.079,42.5
Fava Beans,110,Sinai,Winter,Calcareous,4.001,440.1
Sugarcane,167,Upper_Egypt,Summer,Loamy,50.698,8466.6
Rice,598,Delta,Summer,Loamy,4.895,2927.2
Potato,226,North_Coast,Nile,Sandy,10.561,2386.8
Sugarcane,131,Upper_Egypt,Nile,Clay,41.756,5470.0
Potato,31,Sinai,Winter,Clay,11.733,363.7
Potato,113,Delta,Winter,Sandy,12.389,1400.0
Fava Beans,16,Sinai,Winter,Sandy,3.383,54.1
Sugarcane,578,Upper_Egypt,Nile,Clay,45.931,26548.1
Potato,74,Delta,Winter,Loamy,9.577,708.7
Maize,647,North_Coast,Summer,Calcareous,1.881,1217.0
Sugarcane,153,NewLands,Summer,Loamy,48.465,7415.1
Maize,762,Upper_Egypt,Summer,Sandy,2.651,2020.1
Wheat,371,NewLands,Winter,Sandy,2.35,871.8
Tomato,52,Delta,Nile,Sandy,9.111,473.8
Cotton,92,Delta,Summer,Sandy,1.093,100.6
Wheat,184,Upper_Egypt,Nile,Clay,2.152,396.0
Maize,635,Delta,Summer,Sandy,1.924,1221.7
Maize,158,Upper_Egypt,Summer,Clay,3.835,605.9
Tomato,184,North_Coast,Winter,Sandy,13.178,2424.8
Maize,514,North_Coast,Summer,Clay,1.877,964.8
Potato,90,North_Coast,Nile,Clay,8.346,751.1
Rice,164,Delta,Nile,Loamy,3.685,604.3
Wheat,277,Sinai,Winter,Sandy,1.462,405.0
Maize,730,North_Coast,Summer,Loamy,3.303,2411.2
Maize,641,NewLands,Summer,Sandy,2.096,1343.5
Sugarcane,868,Upper_Egypt,Summer,Sandy,41.089,35665.3
Sugarcane,810,Upper_Egypt,Nile,Loamy,51.946,42076.3
Wheat,413,North_Coast,Winter,Calcareous,2.518,1039.9
Wheat,1,North_Coast,Winter,Calcareous,1.538,1.5
Wheat,149,Upper_Egypt,Winter,Sandy,2.511,374.1
Sugarcane,590,Upper_Egypt,Summer,Clay,56.691,33447.7
Potato,83,Sinai,Nile,Calcareous,8.622,715.6
Tomato,149,North_Coast,Nile,Sandy,13.432,2001.4
Tomato,82,Upper_Egypt,Summer,Sandy,17.994,1475.5
Fava Beans,120,Upper_Egypt,Winter,Clay,3.805,456.6
Wheat,138,Delta,Winter,Sandy,2.276,314.1
Potato,233,Delta,Winter,Loamy,10.375,2417.4
Maize,266,Upper_Egypt,Summer,Sandy,2.992,795.9
Potato,150,North_Coast,Winter,Loamy,15.976840000000003,2396.5
Sugarcane,208,Upper_Egypt,Summer,Clay,58.102,12085.2
Wheat,287,Delta,Winter,Clay,2.854,819.1
Rice,327,NewLands,Summer,Clay,2.922,955.5
Cotton,123,NewLands,Summer,Calcareous,0.9,110.7
Maize,820,NewLands,Summer,Sandy,2.41,1976.2
Rice,654,North_Coast,Nile,Clay,4.399,2876.9
Tomato,157,Delta,Winter,Clay,15.948,2503.8
Wheat,328,Delta,Winter,Clay,2.148,704.5
Cotton,189,Upper_Egypt,Summer,Loamy,1.357,256.5
Cotton,93,Delta,Summer,Sandy,0.943,87.7
Rice,758,North_Coast,Summer,Clay,3.668,2780.3
Wheat,205,NewLands,Winter,Clay,2.165,443.8
Maize,481,NewLands,Summer,Clay,2.51,1207.3
Maize,583,Upper_Egypt,Summer,Loamy,3.092,1802.6
Potato,76,North_Coast,Nile,Sandy,9.672,735.1
Maize,756,North_Coast,Summer,Loamy,1.837,1388.8
Cotton,232,Delta,Summer,Sandy,1.306,303.0
Tomato,6,Sinai,Nile,Sandy,19.894,119.4
Potato,170,NewLands,Winter,Clay,9.247,1572.0
Potato,126,North_Coast,Nile,Sandy,12.525,1578.2
Rice,449,Delta,Summer,Clay,4.506,2023.2
Fava Beans,198,Delta,Winter,Sandy,5.171,1023.9
Rice,325,Delta,Summer,Loamy,4.62,1501.5
Cotton,258,Delta,Summer,Sandy,1.006,259.5
Wheat,57,Delta,Winter,Clay,1.776,101.2
Wheat,176,Upper_Egypt,Nile,Calcareous,2.177,383.2
Maize,435,Delta,Summer,Loamy,2.901,1261.9
Maize,569,Upper_Egypt,Summer,Clay,2.339,1330.9
Maize,923,Delta,Summer,Loamy,3.986,3679.1
Wheat,354,North_Coast,Winter,Clay,3.4860100000000003,1234.0
Potato,43,NewLands,Winter,Sandy,11.401,490.2
Rice,39,Delta,Summer,Loamy,3.514,137.0
Cotton,144,NewLands,Summer,Clay,1.2,172.8
Maize,208,Upper_Egypt,Summer,Calcareous,2.815,585.5
Maize,947,Delta,Summer,Calcareous,2.829,2679.1
Maize,941,Upper_Egypt,Summer,Loamy,3.965,3731.1
Potato,209,Delta,Winter,Loamy,12.913,2698.8
Tomato,156,Sinai,Nile,Clay,14.33,2235.5
Wheat,139,Upper_Egypt,Winter,Loamy,1.481,205.9
Fava Beans,175,Upper_Egypt,Winter,Loamy,4.321,756.2
Potato,298,Delta,Winter,Loamy,14.247,4245.6
Potato,124,NewLands,Nile,Loamy,8.888,1102.1
Fava Beans,156,Delta,Winter,Loamy,4.757,742.1
Tomato,180,North_Coast,Summer,Clay,5.1417,925.5
Rice,760,Delta,Summer,Clay,4.559,3464.8
Tomato,44,Sinai,Nile,Sandy,10.685,470.1
Potato,124,NewLands,Nile,Sandy,12.943,1604.9
Rice,245,Delta,Summer,Loamy,4.142,1014.8
Maize,122,North_Coast,Summer,Loamy,2.705,330.0
Rice,341,North_Coast,Summer,Clay,4.133,1409.4
Tomato,101,Sinai,Nile,Loamy,21.436,2165.0
Maize,228,Upper_Egypt,Nile,Sandy,2.397,546.5
Wheat,291,North_Coast,Winter,Sandy,1.874,545.3
Maize,440,Delta,Nile,Calcareous,1.804,793.8
Tomato,184,North_Coast,Summer,Clay,18.939,3484.8
Rice,123,Delta,Summer,Loamy,3.38,415.7
Maize,157,Delta,Summer,Sandy,2.234,350.7
Wheat,397,Upper_Egypt,Winter,Clay,2.9,1151.3
Cotton,201,Upper_Egypt,Summer,Loamy,1.329,267.1
Fava Beans,194,Upper_Egypt,Nile,Clay,5.709,1107.5
Fava Beans,145,Upper_Egypt,Winter,Clay,5.482,794.9
Cotton,206,Upper_Egypt,Summer,Calcareous,1.137,234.2
Potato,217,Sinai,Nile,Clay,5.254,1140.1
Wheat,427,Delta,Winter,Sandy,2.389,1020.1
Wheat,23,Delta,Winter,Sandy,1.877,43.2
Rice,387,Delta,Summer,Loamy,3.746,1449.7
Rice,702,Delta,Summer,Clay,5.120720000000001,3594.7
Wheat,337,Delta,Winter,Loamy,2.37,798.7
Potato,193,NewLands,Summer,Loamy,12.55,2422.2
Maize,379,NewLands,Summer,Loamy,2.378,901.3
Wheat,273,Sinai,Winter,Sandy,2.059,562.1
Maize,909,Upper_Egypt,Summer,Clay,2.833,2575.2
Fava Beans,74,Delta,Winter,Clay,4.897,362.4
Maize,128,Delta,Summer,Clay,3.003,384.4
Sugarcane,403,Upper_Egypt,Summer,Loamy,59.129,23829.0
Wheat,333,Sinai,Winter,Loamy,2.292,763.2
Cotton,152,Delta,Nile,Calcareous,0.953,144.9
Wheat,389,North_Coast,Winter,Clay,3.359,1306.7
Rice,96,NewLands,Summer,Clay,3.191,306.3
Sugarcane,12,Upper_Egypt,Nile,Sandy,34.313,411.8
Wheat,44,Delta,Winter,Loamy,3.23,142.1
Sugarcane,89,Upper_Egypt,Nile,Clay,44.858,3992.4
Maize,902,Delta,Summer,Loamy,3.348,3019.9
Wheat,404,Sinai,Winter,Loamy,2.234,902.5
Potato,39,Delta,Nile,Clay,13.03,508.2
Tomato,168,Upper_Egypt,Summer,Loamy,13.718,2304.6
Sugarcane,693,Upper_Egypt,Summer,Sandy,40.719,28218.3
Wheat,424,Delta,Winter,Clay,2.44,1034.6
Cotton,81,Delta,Summer,Clay,1.143,92.6
Tomato,129,North_Coast,Summer,Loamy,12.962,1672.1
Rice,657,Delta,Summer,Clay,4.88,3206.2
Potato,118,Sinai,Winter,Loamy,12.091,1426.7
Wheat,498,North_Coast,Winter,Calcareous,2.638,1313.7
Fava Beans,33,Sinai,Winter,Clay,5.22,172.3
Cotton,273,Delta,Nile,Sandy,0.961,262.4
Wheat,346,North_Coast,Winter,Loamy,0.973,336.7
Wheat,11,Sinai,Winter,Loamy,2.101,23.1
Wheat,415,Sinai,Winter,Calcareous,1.791,743.3
Cotton,170,NewLands,Summer,Loamy,0.843,143.3
Cotton,174,Delta,Summer,Sandy,1.149,199.9
Potato,259,Sinai,Winter,Loamy,14.153,3665.6
Sugarcane,559,NewLands,Summer,Sandy,41.36,23120.2
Cotton,11,NewLands,Summer,Clay,1.321,14.5
Potato,285,North_Coast,Winter,Sandy,12.019,3425.4
Cotton,47,Upper_Egypt,Nile,Sandy,0.644,30.3
Cotton,227,NewLands,Summer,Sandy,0.97,220.2
Rice,370,NewLands,Summer,Clay,4.166,1541.4
Rice,413,NewLands,Summer,Loamy,2.6,1073.8
Sugarcane,189,Upper_Egypt,Nile,Clay,51.83,9795.9
Fava Beans,177,North_Coast,Winter,Clay,4.436,785.2
Wheat,336,Upper_Egypt,Winter,Calcareous,2.202,739.9
Tomato,191,Sinai,Nile,Calcareous,17.299,3304.1
Potato,163,North_Coast,Winter,Calcareous,11.578,1887.2
Potato,66,NewLands,Winter,Sandy,11.235,741.5
Sugarcane,202,Upper_Egypt,Nile,Clay,45.581,9207.4
Tomato,16,Upper_Egypt,Nile,Sandy,15.123,242.0
Fava Beans,17,Delta,Winter,Sandy,4.374,74.4
Sugarcane,832,Upper_Egypt,Summer,Loamy,50.28,41833.0
Maize,824,Delta,Nile,Loamy,2.237,1843.3
Sugarcane,661,Upper_Egypt,Nile,Sandy,42.017,27773.2
Cotton,46,NewLands,Summer,Sandy,0.839,38.6
Tomato,4,North_Coast,Nile,Loamy,11.245,45.0
Fava Beans,175,Delta,Winter,Clay,4.351,761.4
Tomato,122,Upper_Egypt,Winter,Loamy,12.439,1517.6
Potato,1,North_Coast,Nile,Loamy,11.554,11.6
Maize,345,Upper_Egypt,Nile,Clay,2.658,917.0
Tomato,180,North_Coast,Nile,Loamy,8.708,1567.4
Maize,140,Upper_Egypt,Nile,Loamy,3.122,437.1
Potato,188,Sinai,Nile,Loamy,8.411,1581.3
Tomato,129,Sinai,Nile,Clay,13.567,1750.1
Potato,55,North_Coast,Summer,Sandy,12.049,662.7
Rice,662,NewLands,Summer,Clay,3.007,1990.6
Cotton,210,Upper_Egypt,Summer,Clay,1.348,283.1
Potato,6,Delta,Winter,Loamy,11.51,69.1
Potato,103,Delta,Summer,Loamy,7.634,786.3
Cotton,260,Delta,Summer,Clay,1.4,364.0
Tomato,111,Upper_Egypt,Nile,Clay,15.807,1754.6
Maize,381,Upper_Egypt,Summer,Calcareous,2.412,919.0
Maize,429,Delta,Summer,Clay,3.332,1429.4
Cotton,99,Upper_Egypt,Summer,Sandy,1.238,122.6
Wheat,92,Upper_Egypt,Winter,Sandy,1.306,120.2
Maize,324,NewLands,Summer,Loamy,2.688,870.9
Potato,113,Delta,Nile,Loamy,9.869,1115.2
Fava Beans,45,North_Coast,Winter,Loamy,3.817,171.8
Fava Beans,2,Delta,Winter,Clay,4.844,9.7
Wheat,471,Sinai,Winter,Sandy,1.633,769.1
Maize,167,North_Coast,Summer,Sandy,2.087,348.5
Rice,33,Delta,Summer,Loamy,4.183,138.0
Sugarcane,776,Upper_Egypt,Summer,Loamy,53.923,41844.2
Maize,942,NewLands,Summer,Loamy,2.929,2759.1
Rice,315,North_Coast,Nile,Loamy,3.564,1122.7
Fava Beans,198,Upper_Egypt,Winter,Sandy,4.668,924.3
Rice,192,North_Coast,Summer,Clay,3.404,653.6
Maize,245,North_Coast,Summer,Clay,3.653,895.0
Fava Beans,160,Upper_Egypt,Winter,Loamy,7.66,1225.6
Tomato,19,North_Coast,Nile,Loamy,14.28,271.3
Wheat,153,Upper_Egypt,Winter,Loamy,2.391,365.8
Wheat,88,Upper_Egypt,Winter,Sandy,1.979,174.2
Maize,675,NewLands,Summer,Sandy,2.025,1366.9
Maize,268,NewLands,Summer,Sandy,1.743,467.1
Sugarcane,84,Upper_Egypt,Nile,Loamy,46.92,3941.3
Wheat,271,Upper_Egypt,Winter,Clay,2.521,683.2
Rice,12,Delta,Summer,Clay,4.419,53.0
Rice,161,Delta,Summer,Clay,3.664,589.9
Potato,174,Sinai,Nile,Loamy,12.671,2204.8
Sugarcane,934,Upper_Egypt,Summer,Sandy,41.773,39016.0
Maize,276,NewLands,Summer,Loamy,2.587,714.0
Wheat,487,NewLands,Winter,Loamy,2.87,1397.7
Rice,189,Delta,Summer,Loamy,5.120720000000001,967.8
Wheat,298,Sinai,Winter,Loamy,2.557,762.0
Tomato,178,North_Coast,Nile,Sandy,6.029,1073.2
Maize,480,North_Coast,Summer,Loamy,3.559,1708.3
Tomato,190,Delta,Winter,Sandy,10.956,2081.6
Sugarcane,79,NewLands,Nile,Loamy,40.697,3215.1
Maize,763,NewLands,Summer,Loamy,2.294,1750.3
Fava Beans,135,Upper_Egypt,Winter,Clay,2.378,321.0
Fava Beans,113,Delta,Nile,Clay,3.631,410.3
Cotton,294,Delta,Nile,Sandy,0.96,282.2
Cotton,220,NewLands,Summer,Sandy,0.916,201.5
Potato,272,NewLands,Nile,Loamy,14.043,3819.7
Wheat,375,Delta,Winter,Loamy,3.342,1253.2
Cotton,258,Upper_Egypt,Summer,Clay,1.087,280.4
Potato,95,Delta,Winter,Sandy,10.073,956.9
Maize,333,NewLands,Summer,Loamy,2.757,918.1
Wheat,239,Delta,Winter,Clay,2.608,623.3
Sugarcane,167,Upper_Egypt,Summer,Clay,44.53,7436.5
Sugarcane,286,Upper_Egypt,Nile,Clay,36.432,10419.6
Tomato,97,North_Coast,Nile,Clay,16.5,1600.5
Wheat,61,Upper_Egypt,Winter,Clay,3.479,212.2
Potato,16,Sinai,Nile,Clay,6.713,107.4
Rice,431,NewLands,Summer,Clay,4.243,1828.7
Rice,112,Delta,Summer,Clay,5.120720000000001,573.5
Potato,154,North_Coast,Nile,Sandy,10.197,1570.3
Cotton,218,NewLands,Summer,Calcareous,0.627,136.7
Fava Beans,44,Upper_Egypt,Winter,Clay,5.124,225.5
Fava Beans,28,Upper_Egypt,Winter,Sandy,3.641,101.9
Potato,155,NewLands,Nile,Calcareous,9.453,1465.2
Tomato,155,North_Coast,Nile,Clay,14.243,2207.7
Wheat,86,Delta,Winter,Sandy,2.447,210.4
Wheat,383,Delta,Winter,Calcareous,2.119,811.6
Sugarcane,855,Upper_Egypt,Summer,Clay,46.092,39408.7
Sugarcane,924,Upper_Egypt,Nile,Sandy,35.779,33059.8
Wheat,155,Sinai,Winter,Loamy,1.915,296.8
Cotton,126,Delta,Summer,Clay,1.11,139.9
Tomato,148,North_Coast,Summer,Loamy,11.895,1760.5
Sugarcane,779,Upper_Egypt,Summer,Clay,49.12,38264.5
Rice,499,North_Coast,Summer,Clay,4.32,2155.7
Fava Beans,134,Sinai,Winter,Loamy,3.712,497.4
Fava Beans,8,Upper_Egypt,Winter,Calcareous,3.715,29.7
Sugarcane,637,Upper_Egypt,Nile,Loamy,55.462,35329.3
Rice,211,Delta,Summer,Clay,5.120720000000001,1080.5
Sugarcane,151,NewLands,Nile,Clay,37.88,5719.9
Potato,85,North_Coast,Summer,Loamy,9.479,805.7
Potato,200,North_Coast,Winter,Sandy,9.853,1970.6
Maize,763,Delta,Summer,Clay,2.788,2127.2
Fava Beans,53,Sinai,Winter,Clay,3.57,189.2
Wheat,133,Delta,Winter,Sandy,2.203,293.0
Tomato,187,Sinai,Nile,Clay,15.754,2946.0
Tomato,134,Delta,Summer,Sandy,8.653,1159.5
Tomato,41,Sinai,Nile,Sandy,10.521,431.4
Tomato,177,North_Coast,Winter,Sandy,18.983,3360.0
Fava Beans,198,Delta,Winter,Loamy,6.023,1192.6
Cotton,124,Delta,Summer,Sandy,1.119,138.8
Fava Beans,195,Upper_Egypt,Winter,Loamy,5.719,1115.2
Tomato,186,Delta,Nile,Sandy,5.1417,956.4
Rice,192,Delta,Summer,Clay,4.337,832.7
Maize,931,Delta,Summer,Sandy,2.782,2590.0
Cotton,17,Upper_Egypt,Summer,Loamy,1.208,20.5
Cotton,169,Upper_Egypt,Summer,Clay,1.355,229.0
Rice,353,North_Coast,Nile,Clay,4.019,1418.7
Tomato,123,Delta,Nile,Loamy,14.661,1803.3
Tomato,107,Sinai,Nile,Calcareous,11.817,1264.4
Fava Beans,10,Upper_Egypt,Nile,Sandy,4.44,44.4
Tomato,63,Sinai,Summer,Sandy,18.019,1135.2
Maize,252,Upper_Egypt,Summer,Loamy,4.169,1050.6
Potato,8,Delta,Nile,Sandy,10.743,85.9
Wheat,25,Delta,Nile,Sandy,2.206,55.2
Sugarcane,324,NewLands,Nile,Loamy,48.081,15578.2
Cotton,136,NewLands,Summer,Sandy,1.052,143.1
Wheat,308,North_Coast,Winter,Loamy,2.9,893.2
Tomato,161,Sinai,Winter,Sandy,17.552,2825.9
Fava Beans,102,Delta,Winter,Clay,4.467,455.6
Tomato,61,Delta,Winter,Sandy,12.619,769.8
Cotton,216,Upper_Egypt,Nile,Sandy,1.16,250.6
Rice,685,Delta,Summer,Clay,4.707,3224.3
Cotton,107,NewLands,Summer,Loamy,1.183,126.6
Maize,182,Delta,Summer,Clay,2.822,513.6
Cotton,269,Delta,Summer,Loamy,1.149,309.1
Potato,125,NewLands,Nile,Loamy,9.349,1168.6
Tomato,184,Sinai,Nile,Sandy,15.738,2895.8
Maize,410,North_Coast,Summer,Calcareous,2.377,974.6
Maize,208,Delta,Summer,Clay,2.048,426.0
Tomato,126,Sinai,Nile,Loamy,11.676,1471.2
Sugarcane,623,Upper_Egypt,Nile,Sandy,32.554,20281.1
Maize,763,North_Coast,Nile,Sandy,2.463,1879.3
Fava Beans,145,Upper_Egypt,Winter,Loamy,5.357,776.8
Fava Beans,64,Sinai,Nile,Clay,5.157,330.0
Potato,181,Delta,Winter,Sandy,12.023,2176.2
Wheat,380,Delta,Winter,Calcareous,2.001,760.4
Tomato,130,Upper_Egypt,Summer,Clay,15.355,1996.2
Wheat,127,Upper_Egypt,Winter,Clay,2.36,299.7
Fava Beans,92,Delta,Winter,Sandy,4.789,440.6
Rice,589,Delta,Summer,Loamy,4.33,2550.4
Maize,29,Delta,Summer,Clay,2.499,72.5
Potato,214,North_Coast,Nile,Loamy,10.176,2177.7
Potato,189,NewLands,Winter,Sandy,9.45,1786.0
Fava Beans,136,Upper_Egypt,Nile,Loamy,4.743,645.0
Fava Beans,149,Upper_Egypt,Nile,Clay,4.546,677.4
Tomato,175,Upper_Egypt,Nile,Sandy,8.002,1400.4
Fava Beans,26,Delta,Winter,Clay,4.625,120.2
Rice,50,NewLands,Nile,Clay,3.211,160.5
Sugarcane,954,Upper_Egypt,Summer,Loamy,47.185,45014.5
Cotton,163,Delta,Summer,Sandy,0.867,141.3
Tomato,35,Delta,Summer,Loamy,16.275,569.6
Sugarcane,147,Upper_Egypt,Summer,Clay,45.641,6709.2
Rice,557,NewLands,Summer,Loamy,3.817,2126.1
Fava Beans,189,Delta,Winter,Loamy,6.366,1203.2
Cotton,270,Upper_Egypt,Summer,Sandy,1.209,326.4
Wheat,425,Delta,Winter,Sandy,2.162,918.8
Potato,72,North_Coast,Nile,Loamy,9.66,695.5
Cotton,268,Delta,Summer,Loamy,1.429,383.0
Cotton,17,Delta,Nile,Sandy,0.955,16.2
Fava Beans,57,Upper_Egypt,Winter,Clay,3.376,192.4
Wheat,201,Delta,Winter,Loamy,1.522,305.9
Rice,629,NewLands,Summer,Clay,4.275,2689.0
Tomato,110,Sinai,Summer,Sandy,17.734,1950.7
Wheat,144,Delta,Winter,Sandy,2.083,300.0
Maize,812,NewLands,Summer,Clay,2.632,2137.2
Cotton,290,Delta,Nile,Calcareous,0.935,271.2
Wheat,91,NewLands,Winter,Sandy,1.321,120.2
Potato,188,Delta,Nile,Sandy,13.805,2595.3
Rice,39,Delta,Summer,Clay,4.624,180.3
Potato,199,Delta,Nile,Sandy,11.796,2347.4
Sugarcane,165,Upper_Egypt,Nile,Clay,58.449,9644.1
Fava Beans,26,Delta,Winter,Sandy,5.093,132.4
Fava Beans,64,Upper_Egypt,Winter,Sandy,5.132,328.4
Potato,162,North_Coast,Winter,Loamy,12.253,1985.0
Potato,161,North_Coast,Winter,Loamy,8.467,1363.2
Wheat,318,NewLands,Winter,Sandy,1.699,540.3
Cotton,99,NewLands,Summer,Clay,1.017,100.7
Rice,546,Delta,Summer,Loamy,4.294,2344.5
Cotton,64,Upper_Egypt,Summer,Sandy,0.833,53.3
Rice,89,North_Coast,Summer,Clay,5.073,451.5
Potato,123,North_Coast,Summer,Sandy,13.169,1619.8
Cotton,229,Upper_Egypt,Summer,Clay,1.327,303.9
Tomato,127,Sinai,Nile,Loamy,17.59,2233.9
Potato,13,NewLands,Winter,Loamy,11.738,152.6
Maize,992,NewLands,Summer,Sandy,2.08,2063.4
Cotton,54,Upper_Egypt,Summer,Sandy,0.947,51.1
Maize,584,North_Coast,Summer,Loamy,2.781,1624.1
Potato,53,Delta,Winter,Sandy,12.479,661.4
Rice,724,North_Coast,Nile,Clay,3.852,2788.8
Maize,485,NewLands,Summer,Sandy,1.717,832.7
Tomato,46,Delta,Nile,Clay,15.283,703.0
Rice,481,North_Coast,Summer,Loamy,4.903,2358.3
Potato,188,Delta,Nile,Sandy,12.816,2409.4
Potato,101,Sinai,Winter,Loamy,9.003,909.3
Fava Beans,17,Upper_Egypt,Winter,Calcareous,4.946,84.1
Tomato,73,Sinai,Winter,Loamy,13.812,1008.3
Maize,1,Upper_Egypt,Summer,Loamy,3.351,3.4
Maize,619,Upper_Egypt,Summer,Clay,3.534,2187.5
Rice,324,North_Coast,Summer,Clay,2.888,935.7
Tomato,87,North_Coast,Nile,Sandy,16.802,1461.8
Cotton,171,Delta,Summer,Loamy,1.358,232.2
Tomato,129,Upper_Egypt,Winter,Loamy,11.576,1493.3
Fava Beans,65,North_Coast,Winter,Calcareous,3.851,250.3
Fava Beans,67,Upper_Egypt,Winter,Loamy,3.196,214.1
Cotton,154,Upper_Egypt,Summer,Sandy,1.188,183.0
Cotton,243,Upper_Egypt,Summer,Loamy,1.154,280.4
Wheat,185,North_Coast,Winter,Sandy,1.799,332.8
Wheat,375,Sinai,Winter,Calcareous,1.981,742.9
Cotton,5,Upper_Egypt,Summer,Loamy,1.253,6.3
